support,itemsets
0.07339449541284404,"frozenset({'HighRating', 'NonSummerRelease', 'PopularTop25'})"
0.0963302752293578,"frozenset({'HighRating', 'NonSummerRelease', 'Science Fiction'})"
0.0963302752293578,"frozenset({'HighRating', 'Thriller', 'NonSummerRelease'})"
0.09174311926605505,"frozenset({'HighRating', 'NotPopularTop25', 'Science Fiction'})"
0.08256880733944955,"frozenset({'HighRating', 'SummerRelease', 'NotPopularTop25'})"
0.0963302752293578,"frozenset({'HighRating', 'Thriller', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'HighRevenue', 'LowRating', 'LongRuntime'})"
0.28440366972477066,"frozenset({'HighRevenue', 'NonSummerRelease', 'LongRuntime'})"
0.29357798165137616,"frozenset({'HighRevenue', 'LongRuntime', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'HighRevenue', 'PopularTop25', 'LongRuntime'})"
0.12844036697247707,"frozenset({'HighRevenue', 'LongRuntime', 'Science Fiction'})"
0.0871559633027523,"frozenset({'HighRevenue', 'SummerRelease', 'LongRuntime'})"
0.12844036697247707,"frozenset({'HighRevenue', 'Thriller', 'LongRuntime'})"
0.13761467889908258,"frozenset({'HighRevenue', 'LowRating', 'NonSummerRelease'})"
0.10091743119266056,"frozenset({'HighRevenue', 'LowRating', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'HighRevenue', 'LowRating', 'ShortRuntime'})"
0.0779816513761468,"frozenset({'HighRevenue', 'LowRating', 'Thriller'})"
0.28440366972477066,"frozenset({'HighRevenue', 'NonSummerRelease', 'NotPopularTop25'})"
0.10550458715596331,"frozenset({'HighRevenue', 'NonSummerRelease', 'PopularTop25'})"
0.10550458715596331,"frozenset({'HighRevenue', 'NonSummerRelease', 'Science Fiction'})"
0.10550458715596331,"frozenset({'HighRevenue', 'NonSummerRelease', 'ShortRuntime'})"
0.13302752293577982,"frozenset({'HighRevenue', 'Thriller', 'NonSummerRelease'})"
0.10091743119266056,"frozenset({'HighRevenue', 'NotPopularTop25', 'Science Fiction'})"
0.07339449541284404,"frozenset({'HighRevenue', 'ShortRuntime', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'HighRevenue', 'SummerRelease', 'NotPopularTop25'})"
0.11467889908256881,"frozenset({'HighRevenue', 'Thriller', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'Horror', 'LowRating', 'LowBudget'})"
0.0779816513761468,"frozenset({'LowBudget', 'Horror', 'LowRevenue'})"
0.07339449541284404,"frozenset({'LowBudget', 'Horror', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'LowBudget', 'Horror', 'ShortRuntime'})"
0.0779816513761468,"frozenset({'Horror', 'LowRating', 'LowRevenue'})"
0.11467889908256881,"frozenset({'Horror', 'LowRating', 'NonSummerRelease'})"
0.0963302752293578,"frozenset({'Horror', 'LowRating', 'NotPopularTop25'})"
0.11467889908256881,"frozenset({'Horror', 'LowRating', 'ShortRuntime'})"
0.0779816513761468,"frozenset({'NonSummerRelease', 'Horror', 'LowRevenue'})"
0.0779816513761468,"frozenset({'Horror', 'LowRevenue', 'ShortRuntime'})"
0.0779816513761468,"frozenset({'Horror', 'NonSummerRelease', 'NotPopularTop25'})"
0.10091743119266056,"frozenset({'Horror', 'NonSummerRelease', 'ShortRuntime'})"
0.0779816513761468,"frozenset({'Horror', 'ShortRuntime', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'LowBudget', 'LowRating', 'LongRuntime'})"
0.10091743119266056,"frozenset({'LowBudget', 'LowRevenue', 'LongRuntime'})"
0.11009174311926606,"frozenset({'LowBudget', 'NonSummerRelease', 'LongRuntime'})"
0.12385321100917432,"frozenset({'LowBudget', 'LongRuntime', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'LowRating', 'LowRevenue', 'LongRuntime'})"
0.12385321100917432,"frozenset({'LowRating', 'NonSummerRelease', 'LongRuntime'})"
0.11926605504587157,"frozenset({'LowRating', 'LongRuntime', 'NotPopularTop25'})"
0.10091743119266056,"frozenset({'NonSummerRelease', 'LowRevenue', 'LongRuntime'})"
0.0963302752293578,"frozenset({'LowRevenue', 'LongRuntime', 'NotPopularTop25'})"
0.29357798165137616,"frozenset({'NonSummerRelease', 'LongRuntime', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'NonSummerRelease', 'PopularTop25', 'LongRuntime'})"
0.10550458715596331,"frozenset({'NonSummerRelease', 'LongRuntime', 'Science Fiction'})"
0.11926605504587157,"frozenset({'Thriller', 'NonSummerRelease', 'LongRuntime'})"
0.10550458715596331,"frozenset({'LongRuntime', 'NotPopularTop25', 'Science Fiction'})"
0.0963302752293578,"frozenset({'SummerRelease', 'LongRuntime', 'NotPopularTop25'})"
0.11467889908256881,"frozenset({'Thriller', 'LongRuntime', 'NotPopularTop25'})"
0.3577981651376147,"frozenset({'LowBudget', 'LowRating', 'LowRevenue'})"
0.3119266055045872,"frozenset({'LowBudget', 'LowRating', 'NonSummerRelease'})"
0.3119266055045872,"frozenset({'LowBudget', 'LowRating', 'NotPopularTop25'})"
0.2981651376146789,"frozenset({'LowBudget', 'LowRating', 'ShortRuntime'})"
0.12385321100917432,"frozenset({'LowBudget', 'LowRating', 'Thriller'})"
0.3486238532110092,"frozenset({'NonSummerRelease', 'LowRevenue', 'LowBudget'})"
0.3577981651376147,"frozenset({'LowBudget', 'LowRevenue', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'LowBudget', 'LowRevenue', 'PopularTop25'})"
0.3302752293577982,"frozenset({'LowBudget', 'LowRevenue', 'ShortRuntime'})"
0.08256880733944955,"frozenset({'LowBudget', 'SummerRelease', 'LowRevenue'})"
0.13761467889908258,"frozenset({'Thriller', 'LowRevenue', 'LowBudget'})"
0.3440366972477064,"frozenset({'LowBudget', 'NonSummerRelease', 'NotPopularTop25'})"
0.29357798165137616,"frozenset({'LowBudget', 'NonSummerRelease', 'ShortRuntime'})"
0.11009174311926606,"frozenset({'Thriller', 'NonSummerRelease', 'LowBudget'})"
0.29357798165137616,"frozenset({'LowBudget', 'ShortRuntime', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'LowBudget', 'SummerRelease', 'NotPopularTop25'})"
0.11926605504587157,"frozenset({'LowBudget', 'Thriller', 'NotPopularTop25'})"
0.12385321100917432,"frozenset({'LowBudget', 'Thriller', 'ShortRuntime'})"
0.3302752293577982,"frozenset({'NonSummerRelease', 'LowRating', 'LowRevenue'})"
0.3073394495412844,"frozenset({'LowRating', 'LowRevenue', 'NotPopularTop25'})"
0.0871559633027523,"frozenset({'LowRating', 'LowRevenue', 'PopularTop25'})"
0.3119266055045872,"frozenset({'LowRating', 'LowRevenue', 'ShortRuntime'})"
0.13302752293577982,"frozenset({'Thriller', 'LowRating', 'LowRevenue'})"
0.0871559633027523,"frozenset({'NonSummerRelease', 'LowRating', 'Mystery'})"
0.08256880733944955,"frozenset({'LowRating', 'Mystery', 'ShortRuntime'})"
0.3440366972477064,"frozenset({'LowRating', 'NonSummerRelease', 'NotPopularTop25'})"
0.12385321100917432,"frozenset({'LowRating', 'NonSummerRelease', 'PopularTop25'})"
0.0779816513761468,"frozenset({'LowRating', 'NonSummerRelease', 'Science Fiction'})"
0.3440366972477064,"frozenset({'LowRating', 'NonSummerRelease', 'ShortRuntime'})"
0.16055045871559634,"frozenset({'Thriller', 'LowRating', 'NonSummerRelease'})"
0.2889908256880734,"frozenset({'LowRating', 'ShortRuntime', 'NotPopularTop25'})"
0.12385321100917432,"frozenset({'LowRating', 'Thriller', 'NotPopularTop25'})"
0.10550458715596331,"frozenset({'PopularTop25', 'LowRating', 'ShortRuntime'})"
0.0871559633027523,"frozenset({'LowRating', 'Thriller', 'PopularTop25'})"
0.07339449541284404,"frozenset({'LowRating', 'ShortRuntime', 'Science Fiction'})"
0.16055045871559634,"frozenset({'LowRating', 'Thriller', 'ShortRuntime'})"
0.3165137614678899,"frozenset({'NonSummerRelease', 'LowRevenue', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'NonSummerRelease', 'LowRevenue', 'PopularTop25'})"
0.3073394495412844,"frozenset({'NonSummerRelease', 'LowRevenue', 'ShortRuntime'})"
0.12385321100917432,"frozenset({'NonSummerRelease', 'LowRevenue', 'Thriller'})"
0.28440366972477066,"frozenset({'LowRevenue', 'ShortRuntime', 'NotPopularTop25'})"
0.10550458715596331,"frozenset({'Thriller', 'LowRevenue', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'ShortRuntime', 'LowRevenue', 'PopularTop25'})"
0.13761467889908258,"frozenset({'Thriller', 'LowRevenue', 'ShortRuntime'})"
0.07339449541284404,"frozenset({'NonSummerRelease', 'Mystery', 'ShortRuntime'})"
0.0871559633027523,"frozenset({'NonSummerRelease', 'Romance', 'NotPopularTop25'})"
0.10550458715596331,"frozenset({'NonSummerRelease', 'NotPopularTop25', 'Science Fiction'})"
0.3073394495412844,"frozenset({'NonSummerRelease', 'ShortRuntime', 'NotPopularTop25'})"
0.16055045871559634,"frozenset({'NonSummerRelease', 'Thriller', 'NotPopularTop25'})"
0.10550458715596331,"frozenset({'PopularTop25', 'NonSummerRelease', 'ShortRuntime'})"
0.0963302752293578,"frozenset({'Thriller', 'NonSummerRelease', 'PopularTop25'})"
0.13761467889908258,"frozenset({'Thriller', 'NonSummerRelease', 'ShortRuntime'})"
0.10550458715596331,"frozenset({'Thriller', 'ShortRuntime', 'NotPopularTop25'})"
0.10550458715596331,"frozenset({'HighRating', 'Action', 'Adventure', 'HighBudget'})"
0.12385321100917432,"frozenset({'HighRevenue', 'Action', 'Adventure', 'HighBudget'})"
0.11926605504587157,"frozenset({'Action', 'LongRuntime', 'Adventure', 'HighBudget'})"
0.09174311926605505,"frozenset({'Action', 'NonSummerRelease', 'Adventure', 'HighBudget'})"
0.10091743119266056,"frozenset({'HighBudget', 'Action', 'Adventure', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'Action', 'Science Fiction', 'Adventure', 'HighBudget'})"
0.10550458715596331,"frozenset({'HighRating', 'Action', 'HighRevenue', 'Adventure'})"
0.10091743119266056,"frozenset({'HighRating', 'Action', 'Adventure', 'LongRuntime'})"
0.09174311926605505,"frozenset({'HighRating', 'Action', 'NonSummerRelease', 'Adventure'})"
0.0963302752293578,"frozenset({'HighRating', 'Action', 'Adventure', 'NotPopularTop25'})"
0.12385321100917432,"frozenset({'HighRevenue', 'Action', 'Adventure', 'LongRuntime'})"
0.0963302752293578,"frozenset({'HighRevenue', 'Action', 'NonSummerRelease', 'Adventure'})"
0.10550458715596331,"frozenset({'HighRevenue', 'Action', 'Adventure', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'HighRevenue', 'Action', 'Adventure', 'Science Fiction'})"
0.09174311926605505,"frozenset({'Action', 'NonSummerRelease', 'Adventure', 'LongRuntime'})"
0.11009174311926606,"frozenset({'Action', 'LongRuntime', 'Adventure', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'Action', 'Science Fiction', 'Adventure', 'LongRuntime'})"
0.08256880733944955,"frozenset({'Action', 'NonSummerRelease', 'Adventure', 'NotPopularTop25'})"
0.16055045871559634,"frozenset({'HighRating', 'Action', 'HighRevenue', 'HighBudget'})"
0.16055045871559634,"frozenset({'HighRating', 'Action', 'LongRuntime', 'HighBudget'})"
0.12385321100917432,"frozenset({'HighRating', 'Action', 'NonSummerRelease', 'HighBudget'})"
0.13761467889908258,"frozenset({'HighRating', 'Action', 'NotPopularTop25', 'HighBudget'})"
0.08256880733944955,"frozenset({'HighRating', 'Action', 'Science Fiction', 'HighBudget'})"
0.18807339449541285,"frozenset({'HighRevenue', 'Action', 'LongRuntime', 'HighBudget'})"
0.14220183486238533,"frozenset({'HighRevenue', 'Action', 'NonSummerRelease', 'HighBudget'})"
0.1559633027522936,"frozenset({'HighRevenue', 'Action', 'NotPopularTop25', 'HighBudget'})"
0.10550458715596331,"frozenset({'HighRevenue', 'Action', 'Science Fiction', 'HighBudget'})"
0.14220183486238533,"frozenset({'Action', 'NonSummerRelease', 'LongRuntime', 'HighBudget'})"
0.15137614678899083,"frozenset({'Action', 'LongRuntime', 'NotPopularTop25', 'HighBudget'})"
0.0963302752293578,"frozenset({'Action', 'Science Fiction', 'LongRuntime', 'HighBudget'})"
0.11467889908256881,"frozenset({'Action', 'NonSummerRelease', 'NotPopularTop25', 'HighBudget'})"
0.08256880733944955,"frozenset({'Science Fiction', 'Action', 'NonSummerRelease', 'HighBudget'})"
0.08256880733944955,"frozenset({'Action', 'Science Fiction', 'NotPopularTop25', 'HighBudget'})"
0.1651376146788991,"frozenset({'HighRating', 'Action', 'HighRevenue', 'LongRuntime'})"
0.12844036697247707,"frozenset({'HighRating', 'NonSummerRelease', 'Action', 'HighRevenue'})"
0.14678899082568808,"frozenset({'HighRating', 'Action', 'HighRevenue', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'HighRating', 'Action', 'HighRevenue', 'Science Fiction'})"
0.12385321100917432,"frozenset({'HighRating', 'Action', 'NonSummerRelease', 'LongRuntime'})"
0.14220183486238533,"frozenset({'HighRating', 'Action', 'LongRuntime', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'HighRating', 'Action', 'LongRuntime', 'Science Fiction'})"
0.12844036697247707,"frozenset({'HighRating', 'Action', 'NonSummerRelease', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'HighRating', 'Action', 'NotPopularTop25', 'Science Fiction'})"
0.14678899082568808,"frozenset({'HighRevenue', 'Action', 'NonSummerRelease', 'LongRuntime'})"
0.16055045871559634,"frozenset({'HighRevenue', 'Action', 'LongRuntime', 'NotPopularTop25'})"
0.10091743119266056,"frozenset({'HighRevenue', 'Action', 'LongRuntime', 'Science Fiction'})"
0.07339449541284404,"frozenset({'HighRevenue', 'Action', 'Thriller', 'LongRuntime'})"
0.12844036697247707,"frozenset({'HighRevenue', 'Action', 'NonSummerRelease', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'HighRevenue', 'Action', 'NonSummerRelease', 'Science Fiction'})"
0.08256880733944955,"frozenset({'HighRevenue', 'Action', 'NotPopularTop25', 'Science Fiction'})"
0.12844036697247707,"frozenset({'Action', 'NonSummerRelease', 'LongRuntime', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'Action', 'NonSummerRelease', 'LongRuntime', 'Science Fiction'})"
0.08256880733944955,"frozenset({'Action', 'LongRuntime', 'NotPopularTop25', 'Science Fiction'})"
0.11926605504587157,"frozenset({'LowBudget', 'Action', 'LowRevenue', 'LowRating'})"
0.10091743119266056,"frozenset({'LowBudget', 'Action', 'NonSummerRelease', 'LowRating'})"
0.0779816513761468,"frozenset({'LowBudget', 'Action', 'LowRating', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'ShortRuntime', 'LowBudget', 'Action', 'LowRating'})"
0.11009174311926606,"frozenset({'NonSummerRelease', 'Action', 'LowRevenue', 'LowBudget'})"
0.09174311926605505,"frozenset({'LowBudget', 'Action', 'LowRevenue', 'NotPopularTop25'})"
0.11467889908256881,"frozenset({'LowBudget', 'Action', 'LowRevenue', 'ShortRuntime'})"
0.07339449541284404,"frozenset({'Thriller', 'Action', 'LowRevenue', 'LowBudget'})"
0.0871559633027523,"frozenset({'LowBudget', 'Action', 'NonSummerRelease', 'NotPopularTop25'})"
0.10091743119266056,"frozenset({'LowBudget', 'Action', 'NonSummerRelease', 'ShortRuntime'})"
0.08256880733944955,"frozenset({'LowBudget', 'Action', 'ShortRuntime', 'NotPopularTop25'})"
0.0963302752293578,"frozenset({'Action', 'NonSummerRelease', 'LowRevenue', 'LowRating'})"
0.07339449541284404,"frozenset({'Action', 'LowRevenue', 'LowRating', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'ShortRuntime', 'Action', 'LowRevenue', 'LowRating'})"
0.07339449541284404,"frozenset({'Action', 'NonSummerRelease', 'LowRating', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'ShortRuntime', 'Action', 'NonSummerRelease', 'LowRating'})"
0.07339449541284404,"frozenset({'NonSummerRelease', 'Action', 'LowRevenue', 'NotPopularTop25'})"
0.0963302752293578,"frozenset({'NonSummerRelease', 'Action', 'LowRevenue', 'ShortRuntime'})"
0.0779816513761468,"frozenset({'Action', 'LowRevenue', 'ShortRuntime', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'Action', 'NonSummerRelease', 'ShortRuntime', 'NotPopularTop25'})"
0.16055045871559634,"frozenset({'HighRating', 'HighBudget', 'HighRevenue', 'Adventure'})"
0.12844036697247707,"frozenset({'HighRating', 'HighBudget', 'Adventure', 'LongRuntime'})"
0.13761467889908258,"frozenset({'HighRating', 'HighBudget', 'NonSummerRelease', 'Adventure'})"
0.14220183486238533,"frozenset({'HighRating', 'HighBudget', 'Adventure', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'HighRating', 'HighBudget', 'Adventure', 'Science Fiction'})"
0.15137614678899083,"frozenset({'HighRevenue', 'HighBudget', 'Adventure', 'LongRuntime'})"
0.16055045871559634,"frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'Adventure'})"
0.1559633027522936,"frozenset({'HighRevenue', 'HighBudget', 'Adventure', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'HighRevenue', 'HighBudget', 'Adventure', 'Science Fiction'})"
0.11926605504587157,"frozenset({'HighBudget', 'NonSummerRelease', 'Adventure', 'LongRuntime'})"
0.12844036697247707,"frozenset({'HighBudget', 'LongRuntime', 'Adventure', 'NotPopularTop25'})"
0.0871559633027523,"frozenset({'HighBudget', 'LongRuntime', 'Adventure', 'Science Fiction'})"
0.13302752293577982,"frozenset({'HighBudget', 'NonSummerRelease', 'Adventure', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'HighBudget', 'NonSummerRelease', 'Adventure', 'Science Fiction'})"
0.07339449541284404,"frozenset({'HighBudget', 'NotPopularTop25', 'Adventure', 'Science Fiction'})"
0.12844036697247707,"frozenset({'HighRating', 'HighRevenue', 'Adventure', 'LongRuntime'})"
0.13761467889908258,"frozenset({'HighRating', 'NonSummerRelease', 'HighRevenue', 'Adventure'})"
0.14220183486238533,"frozenset({'HighRating', 'HighRevenue', 'Adventure', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'HighRating', 'HighRevenue', 'Adventure', 'Science Fiction'})"
0.11009174311926606,"frozenset({'HighRating', 'NonSummerRelease', 'Adventure', 'LongRuntime'})"
0.11926605504587157,"frozenset({'HighRating', 'LongRuntime', 'Adventure', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'HighRating', 'LongRuntime', 'Adventure', 'Science Fiction'})"
0.11926605504587157,"frozenset({'HighRating', 'NonSummerRelease', 'Adventure', 'NotPopularTop25'})"
0.12385321100917432,"frozenset({'HighRevenue', 'NonSummerRelease', 'Adventure', 'LongRuntime'})"
0.13302752293577982,"frozenset({'HighRevenue', 'LongRuntime', 'Adventure', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'HighRevenue', 'LongRuntime', 'Adventure', 'Science Fiction'})"
0.13302752293577982,"frozenset({'HighRevenue', 'NonSummerRelease', 'Adventure', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'HighRevenue', 'NonSummerRelease', 'Adventure', 'Science Fiction'})"
0.07339449541284404,"frozenset({'HighRevenue', 'NotPopularTop25', 'Adventure', 'Science Fiction'})"
0.11009174311926606,"frozenset({'NonSummerRelease', 'LongRuntime', 'Adventure', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'NotPopularTop25', 'LongRuntime', 'Adventure', 'Science Fiction'})"
0.07339449541284404,"frozenset({'HighRevenue', 'HighRating', 'HighBudget', 'Animation'})"
0.0779816513761468,"frozenset({'Comedy', 'LowRating', 'LowRevenue', 'LowBudget'})"
0.0779816513761468,"frozenset({'NonSummerRelease', 'LowRating', 'Comedy', 'LowBudget'})"
0.0779816513761468,"frozenset({'LowBudget', 'LowRating', 'Comedy', 'NotPopularTop25'})"
0.0963302752293578,"frozenset({'Comedy', 'LowRevenue', 'NonSummerRelease', 'LowBudget'})"
0.10091743119266056,"frozenset({'Comedy', 'LowRevenue', 'LowBudget', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'Comedy', 'LowRevenue', 'ShortRuntime', 'LowBudget'})"
0.10550458715596331,"frozenset({'NonSummerRelease', 'Comedy', 'LowBudget', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'NonSummerRelease', 'Comedy', 'ShortRuntime', 'LowBudget'})"
0.08256880733944955,"frozenset({'LowBudget', 'Comedy', 'ShortRuntime', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'Comedy', 'LowRating', 'LowRevenue', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'NonSummerRelease', 'LowRating', 'Comedy', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'NonSummerRelease', 'LowRating', 'Comedy', 'ShortRuntime'})"
0.0779816513761468,"frozenset({'LowRating', 'Comedy', 'ShortRuntime', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'Comedy', 'LowRevenue', 'NonSummerRelease', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'Comedy', 'LowRevenue', 'ShortRuntime', 'NotPopularTop25'})"
0.0871559633027523,"frozenset({'NonSummerRelease', 'Comedy', 'ShortRuntime', 'NotPopularTop25'})"
0.0871559633027523,"frozenset({'HighRating', 'HighRevenue', 'Drama', 'LongRuntime'})"
0.0871559633027523,"frozenset({'HighRating', 'NonSummerRelease', 'Drama', 'LongRuntime'})"
0.09174311926605505,"frozenset({'HighRating', 'LongRuntime', 'Drama', 'NotPopularTop25'})"
0.0871559633027523,"frozenset({'HighRating', 'NonSummerRelease', 'Drama', 'NotPopularTop25'})"
0.08256880733944955,"frozenset({'HighRevenue', 'NonSummerRelease', 'Drama', 'LongRuntime'})"
0.0779816513761468,"frozenset({'HighRevenue', 'LongRuntime', 'Drama', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'LowBudget', 'LowRevenue', 'Drama', 'LongRuntime'})"
0.08256880733944955,"frozenset({'LowBudget', 'NonSummerRelease', 'Drama', 'LongRuntime'})"
0.10091743119266056,"frozenset({'LowBudget', 'LongRuntime', 'Drama', 'NotPopularTop25'})"
0.0779816513761468,"frozenset({'LowRevenue', 'LongRuntime', 'Drama', 'NotPopularTop25'})"
0.11926605504587157,"frozenset({'NonSummerRelease', 'LongRuntime', 'Drama', 'NotPopularTop25'})"
0.11009174311926606,"frozenset({'LowBudget', 'LowRating', 'LowRevenue', 'Drama'})"
0.10091743119266056,"frozenset({'LowBudget', 'LowRating', 'NonSummerRelease', 'Drama'})"
0.0963302752293578,"frozenset({'LowBudget', 'LowRating', 'Drama', 'NotPopularTop25'})"
0.12844036697247707,"frozenset({'NonSummerRelease', 'LowRevenue', 'Drama', 'LowBudget'})"
0.13761467889908258,"frozenset({'LowBudget', 'LowRevenue', 'Drama', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'Drama', 'LowRevenue', 'ShortRuntime', 'LowBudget'})"
0.13761467889908258,"frozenset({'LowBudget', 'NonSummerRelease', 'Drama', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'Drama', 'NonSummerRelease', 'ShortRuntime', 'LowBudget'})"
0.10550458715596331,"frozenset({'NonSummerRelease', 'LowRating', 'LowRevenue', 'Drama'})"
0.10091743119266056,"frozenset({'LowRating', 'LowRevenue', 'Drama', 'NotPopularTop25'})"
0.0963302752293578,"frozenset({'LowRating', 'NonSummerRelease', 'Drama', 'NotPopularTop25'})"
0.11926605504587157,"frozenset({'NonSummerRelease', 'LowRevenue', 'Drama', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'NonSummerRelease', 'ShortRuntime', 'LowRevenue', 'Drama'})"
0.0871559633027523,"frozenset({'HighRating', 'HighBudget', 'Fantasy', 'HighRevenue'})"
0.07339449541284404,"frozenset({'HighRevenue', 'HighBudget', 'Fantasy', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'HighRevenue', 'NonSummerRelease', 'Fantasy', 'NotPopularTop25'})"
0.24770642201834864,"frozenset({'HighRating', 'HighBudget', 'HighRevenue', 'LongRuntime'})"
0.21559633027522937,"frozenset({'HighRating', 'NonSummerRelease', 'HighBudget', 'HighRevenue'})"
0.22477064220183487,"frozenset({'HighRating', 'HighBudget', 'HighRevenue', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'HighRating', 'HighBudget', 'HighRevenue', 'PopularTop25'})"
0.10550458715596331,"frozenset({'HighRating', 'HighBudget', 'HighRevenue', 'Science Fiction'})"
0.08256880733944955,"frozenset({'HighRating', 'SummerRelease', 'HighRevenue', 'HighBudget'})"
0.21100917431192662,"frozenset({'HighRating', 'HighBudget', 'NonSummerRelease', 'LongRuntime'})"
0.21100917431192662,"frozenset({'HighRating', 'HighBudget', 'LongRuntime', 'NotPopularTop25'})"
0.10550458715596331,"frozenset({'HighRating', 'HighBudget', 'LongRuntime', 'Science Fiction'})"
0.08256880733944955,"frozenset({'HighRating', 'HighBudget', 'Thriller', 'LongRuntime'})"
0.1743119266055046,"frozenset({'HighRating', 'HighBudget', 'NonSummerRelease', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'HighRating', 'HighBudget', 'NonSummerRelease', 'Science Fiction'})"
0.09174311926605505,"frozenset({'HighRating', 'HighBudget', 'NotPopularTop25', 'Science Fiction'})"
0.07339449541284404,"frozenset({'HighRevenue', 'LowRating', 'LongRuntime', 'HighBudget'})"
0.24311926605504589,"frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'LongRuntime'})"
0.25229357798165136,"frozenset({'HighRevenue', 'HighBudget', 'LongRuntime', 'NotPopularTop25'})"
0.12385321100917432,"frozenset({'HighRevenue', 'HighBudget', 'LongRuntime', 'Science Fiction'})"
0.0779816513761468,"frozenset({'SummerRelease', 'HighBudget', 'HighRevenue', 'LongRuntime'})"
0.10091743119266056,"frozenset({'HighRevenue', 'HighBudget', 'Thriller', 'LongRuntime'})"
0.11926605504587157,"frozenset({'HighRevenue', 'LowRating', 'NonSummerRelease', 'HighBudget'})"
0.08256880733944955,"frozenset({'HighRevenue', 'LowRating', 'NotPopularTop25', 'HighBudget'})"
0.23394495412844038,"frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'NotPopularTop25'})"
0.10091743119266056,"frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'PopularTop25'})"
0.10091743119266056,"frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'Science Fiction'})"
0.09174311926605505,"frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'ShortRuntime'})"
0.11009174311926606,"frozenset({'HighRevenue', 'Thriller', 'HighBudget', 'NonSummerRelease'})"
0.0963302752293578,"frozenset({'HighRevenue', 'HighBudget', 'NotPopularTop25', 'Science Fiction'})"
0.07339449541284404,"frozenset({'SummerRelease', 'HighBudget', 'HighRevenue', 'NotPopularTop25'})"
0.09174311926605505,"frozenset({'HighRevenue', 'HighBudget', 'Thriller', 'NotPopularTop25'})"
0.2018348623853211,"frozenset({'HighBudget', 'NonSummerRelease', 'LongRuntime', 'NotPopularTop25'})"
0.07339449541284404,"frozenset({'HighBudget', 'NonSummerRelease', 'PopularTop25', 'LongRuntime'})"
0.0963302752293578,"frozenset({'HighBudget', 'NonSummerRelease', 'LongRuntime', 'Science Fiction'})"
0.0963302752293578,"frozenset({'Thriller', 'HighBudget', 'NonSummerRelease', 'LongRuntime'})"
0.10091743119266056,"frozenset({'HighBudget', 'LongRuntime', 'NotPopularTop25', 'Science Fiction'})"
0.0779816513761468,"frozenset({'HighBudget', 'Thriller', 'LongRuntime', 'NotPopularTop25'})"
