id,title,release_date,release_date_full,popularity,vote_average,vote_count,adult,runtime,budget,revenue,genres,release_year,release_month,label_popular_top25,label_high_rating
772462,Don't Follow Me,2025-10-30,2025-10-30,30.1523,6.474,38,False,83,0.0,1015383.0,Horror|Mystery,2025,10,0,0
812583,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,2025-11-26,30.6809,7.2,1924,False,145,210000000.0,4000000.0,Thriller|Mystery|Comedy,2025,11,0,1
1313003,Close To Me,2025-03-20,2025-03-20,27.5747,5.681,47,False,103,5000000.0,490149.0,Romance|Thriller,2025,3,0,0
1313003,Close To Me,2025-03-20,2025-03-20,27.5747,5.681,47,False,103,5000000.0,490149.0,Romance|Thriller,2025,3,0,0
967941,Wicked: For Good,2025-11-19,2025-11-19,30.5613,6.7,771,False,137,150000000.0,524676531.0,Fantasy|Adventure|Romance,2025,11,0,0
772462,Don't Follow Me,2025-10-30,2025-10-30,30.1523,6.474,38,False,83,0.0,1015383.0,Horror|Mystery,2025,10,0,0
772462,Don't Follow Me,2025-10-30,2025-10-30,30.1523,6.474,38,False,83,0.0,1015383.0,Horror|Mystery,2025,10,0,0
1241742,EKS,2024-03-01,2024-03-01,30.0331,3.2,5,False,119,0.0,0.0,Drama,2024,3,0,0
155,The Dark Knight,2008-07-16,2008-07-16,29.9508,8.525,35082,False,152,185000000.0,1004558444.0,Action|Crime|Thriller,2008,7,0,1
1297953,My Friend Eva,2025-09-18,2025-09-18,29.9291,6.857,7,False,100,0.0,0.0,Romance|Comedy,2025,9,0,0
238,The Godfather,1972-03-14,1972-03-14,29.4415,8.687,22374,False,175,6000000.0,245066411.0,Drama|Crime,1972,3,0,1
1419826,The World Will Tremble,2025-03-14,2025-03-14,29.3838,6.717,30,False,109,0.0,0.0,Drama|War|History,2025,3,0,0
299536,Avengers: Infinity War,2018-04-25,2018-04-25,29.3548,8.234,31399,False,149,300000000.0,2052415039.0,Adventure|Action|Science Fiction,2018,4,0,1
541671,Ballerina,2025-06-04,2025-06-04,29.1576,7.285,2262,False,125,90000000.0,137216585.0,Action|Thriller|Crime,2025,6,0,1
1403735,Laila,2025-02-14,2025-02-14,29.1565,5.2,6,False,134,0.0,0.0,Comedy|Romance,2025,2,0,0
1214931,Nuremberg,2025-11-06,2025-11-06,28.9246,7.363,478,False,148,11800000.0,37009109.0,History|Drama,2025,11,0,1
1116465,A Legend,2024-07-05,2024-07-05,28.8485,6.777,141,False,129,0.0,11242056.0,Action|Adventure|Fantasy,2024,7,0,0
213855,Jamai Raja,1990-10-19,1990-10-19,28.8367,6.0,5,False,166,0.0,0.0,Drama|Comedy,1990,10,0,0
597,Titanic,1997-12-18,1997-12-18,28.7944,7.902,26712,False,194,200000000.0,2264162353.0,Drama|Romance,1997,12,0,1
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,2001-12-18,28.7441,8.427,26913,False,179,93000000.0,871368364.0,Adventure|Fantasy|Action,2001,12,0,1
278,The Shawshank Redemption,1994-09-23,1994-09-23,28.6827,8.715,29619,False,142,25000000.0,28341469.0,Drama|Crime,1994,9,0,1
1327881,Voice of Shadows,2024-09-17,2024-09-17,28.6511,4.6,13,False,90,0.0,0.0,Horror|Mystery|Thriller,2024,9,0,0
1205229,Night of the Zoopocalypse,2025-01-23,2025-01-23,28.2577,6.596,73,False,92,12000000.0,5598939.0,Animation|Comedy|Horror|Adventure|Science Fiction,2025,1,0,0
1363123,The Family Plan 2,2025-11-11,2025-11-11,28.1456,6.54,474,False,106,0.0,0.0,Action|Comedy,2025,11,0,0
569094,Spider-Man: Across the Spider-Verse,2023-05-31,2023-05-31,28.1032,8.334,8203,False,140,100000000.0,690897910.0,Animation|Action|Adventure|Science Fiction,2023,5,0,1
1151272,Sirāt,2025-06-06,2025-06-06,28.0981,6.811,386,False,115,7000000.0,9405413.0,Drama|Thriller|Music,2025,6,0,0
79871,Crazy Love,1993-04-17,1993-04-17,28.0101,6.3,41,False,77,0.0,1575158.0,Comedy|Romance|Drama,1993,4,0,0
1124566,Sentimental Value,2025-08-20,2025-08-20,28.0039,7.6,410,False,133,7800000.0,20000000.0,Drama,2025,8,0,1
1090983,The Beldham,2025-11-07,2025-11-07,27.814,5.667,30,False,85,0.0,0.0,Horror,2025,11,0,0
17339,Force 10 from Navarone,1978-08-16,1978-08-16,27.7371,6.199,331,False,114,5000000.0,7230000.0,Drama|Adventure|War,1978,8,0,0
1197306,A Working Man,2025-03-26,2025-03-26,27.683,6.688,1762,False,116,40000000.0,88200711.0,Action|Crime|Thriller,2025,3,0,0
533535,Deadpool & Wolverine,2024-07-24,2024-07-24,27.6817,7.559,8206,False,128,200000000.0,1338073645.0,Action|Comedy|Science Fiction,2024,7,0,1
1313003,Close To Me,2025-03-20,2025-03-20,27.5747,5.681,47,False,103,5000000.0,490149.0,Romance|Thriller,2025,3,0,0
1313003,Close To Me,2025-03-20,2025-03-20,27.5747,5.681,47,False,103,5000000.0,490149.0,Romance|Thriller,2025,3,0,0
27205,Inception,2010-07-15,2010-07-15,27.4369,8.37,38584,False,148,160000000.0,839030630.0,Action|Science Fiction|Adventure,2010,7,0,1
144613,Beau Brummel,1924-03-30,1924-03-30,27.181,6.8,13,False,127,343000.0,495000.0,Drama,1924,3,0,0
1290821,Shelter,2026-01-28,2026-01-28,26.9369,7.5,2,False,107,0.0,0.0,Action|Crime|Thriller,2026,1,0,1
237439,SPEC: Zero,2013-10-23,2013-10-23,26.6978,7.905,21,False,138,0.0,0.0,TV Movie|Drama|Comedy|Mystery|Fantasy,2013,10,0,1
