antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'HighRating', 'HighBudget', 'Adventure', 'LongRuntime'})","frozenset({'HighRevenue', 'Action', 'NonSummerRelease', 'NotPopularTop25'})",0.12844036697247707,0.12844036697247707,0.0779816513761468,0.6071428571428571,4.72704081632653,1.0,0.061484723508122216,2.2185154295246035,0.9046439628482973,0.4358974358974359,0.5492481203007519,0.6071428571428571
"frozenset({'HighRating', 'NonSummerRelease', 'Action', 'HighRevenue'})","frozenset({'HighBudget', 'Adventure', 'NotPopularTop25', 'LongRuntime'})",0.12844036697247707,0.12844036697247707,0.0779816513761468,0.6071428571428571,4.72704081632653,1.0,0.061484723508122216,2.2185154295246035,0.9046439628482973,0.4358974358974359,0.5492481203007519,0.6071428571428571
"frozenset({'HighBudget', 'Adventure', 'NotPopularTop25', 'LongRuntime'})","frozenset({'HighRating', 'NonSummerRelease', 'Action', 'HighRevenue'})",0.12844036697247707,0.12844036697247707,0.0779816513761468,0.6071428571428571,4.72704081632653,1.0,0.061484723508122216,2.2185154295246035,0.9046439628482973,0.4358974358974359,0.5492481203007519,0.6071428571428571
"frozenset({'HighRevenue', 'Action', 'NonSummerRelease', 'NotPopularTop25'})","frozenset({'HighRating', 'HighBudget', 'Adventure', 'LongRuntime'})",0.12844036697247707,0.12844036697247707,0.0779816513761468,0.6071428571428571,4.72704081632653,1.0,0.061484723508122216,2.2185154295246035,0.9046439628482973,0.4358974358974359,0.5492481203007519,0.6071428571428571
"frozenset({'HighRating', 'Action', 'NotPopularTop25', 'HighRevenue', 'NonSummerRelease'})","frozenset({'HighBudget', 'Adventure', 'LongRuntime'})",0.11009174311926606,0.15137614678899083,0.0779816513761468,0.7083333333333334,4.679292929292929,1.0,0.0613163875094689,2.9095674967234606,0.8835657974530018,0.42500000000000004,0.6563063063063064,0.6117424242424243
"frozenset({'HighBudget', 'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'Action', 'NotPopularTop25', 'HighRevenue', 'NonSummerRelease'})",0.15137614678899083,0.11009174311926606,0.0779816513761468,0.5151515151515151,4.679292929292929,1.0,0.0613163875094689,1.8354357798165137,0.9265500794912559,0.42500000000000004,0.4551702592939706,0.6117424242424243
"frozenset({'HighRating', 'Adventure', 'LongRuntime'})","frozenset({'HighBudget', 'Action', 'NotPopularTop25'})",0.12844036697247707,0.16055045871559634,0.0963302752293578,0.75,4.671428571428571,1.0,0.07570911539432708,3.3577981651376145,0.9017543859649122,0.49999999999999994,0.7021857923497268,0.675
"frozenset({'HighRating', 'HighRevenue', 'Adventure', 'LongRuntime'})","frozenset({'HighBudget', 'Action', 'NotPopularTop25'})",0.12844036697247707,0.16055045871559634,0.0963302752293578,0.75,4.671428571428571,1.0,0.07570911539432708,3.3577981651376145,0.9017543859649122,0.49999999999999994,0.7021857923497268,0.675
"frozenset({'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'HighRating', 'Adventure', 'LongRuntime'})",0.16055045871559634,0.12844036697247707,0.0963302752293578,0.6,4.671428571428571,1.0,0.07570911539432708,2.1788990825688073,0.9362477231329691,0.49999999999999994,0.5410526315789473,0.675
"frozenset({'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'HighRating', 'HighRevenue', 'Adventure', 'LongRuntime'})",0.16055045871559634,0.12844036697247707,0.0963302752293578,0.6,4.671428571428571,1.0,0.07570911539432708,2.1788990825688073,0.9362477231329691,0.49999999999999994,0.5410526315789473,0.675
"frozenset({'HighBudget', 'Adventure', 'Action'})","frozenset({'HighRevenue', 'Science Fiction', 'LongRuntime'})",0.12385321100917432,0.12844036697247707,0.07339449541284404,0.5925925925925926,4.613756613756613,1.0,0.05748674354010605,2.1392827356130106,0.8939790575916229,0.4102564102564102,0.5325536062378167,0.582010582010582
"frozenset({'HighRevenue', 'Science Fiction', 'LongRuntime'})","frozenset({'HighBudget', 'Adventure', 'Action'})",0.12844036697247707,0.12385321100917432,0.07339449541284404,0.5714285714285714,4.613756613756613,1.0,0.05748674354010605,2.0443425076452595,0.8986842105263156,0.4102564102564102,0.5108451757666417,0.582010582010582
"frozenset({'HighRating', 'HighBudget', 'Action', 'HighRevenue', 'NonSummerRelease'})","frozenset({'Adventure', 'NotPopularTop25', 'LongRuntime'})",0.11926605504587157,0.14220183486238533,0.0779816513761468,0.6538461538461539,4.5980148883374685,1.0,0.06102179951182561,2.4780835881753314,0.8884803921568628,0.42500000000000004,0.5964623611682435,0.6011166253101736
"frozenset({'HighRating', 'Adventure', 'NotPopularTop25', 'LongRuntime'})","frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'Action'})",0.11926605504587157,0.14220183486238533,0.0779816513761468,0.6538461538461539,4.5980148883374685,1.0,0.06102179951182561,2.4780835881753314,0.8884803921568628,0.42500000000000004,0.5964623611682435,0.6011166253101736
"frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'Action'})","frozenset({'HighRating', 'Adventure', 'NotPopularTop25', 'LongRuntime'})",0.14220183486238533,0.11926605504587157,0.0779816513761468,0.5483870967741935,4.5980148883374685,1.0,0.06102179951182561,1.9501965923984272,0.9122365523749608,0.42500000000000004,0.4872311827956988,0.6011166253101736
"frozenset({'Adventure', 'NotPopularTop25', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'Action', 'HighRevenue', 'NonSummerRelease'})",0.14220183486238533,0.11926605504587157,0.0779816513761468,0.5483870967741935,4.5980148883374685,1.0,0.06102179951182561,1.9501965923984272,0.9122365523749608,0.42500000000000004,0.4872311827956988,0.6011166253101736
"frozenset({'HighRating', 'HighRevenue', 'Science Fiction'})","frozenset({'HighBudget', 'Adventure', 'LongRuntime'})",0.10550458715596331,0.15137614678899083,0.07339449541284404,0.6956521739130435,4.595520421607378,1.0,0.057423617540611066,2.788335517693316,0.8746794871794873,0.4,0.6413631022326675,0.5902503293807642
"frozenset({'HighRating', 'HighRevenue', 'Science Fiction'})","frozenset({'HighBudget', 'NotPopularTop25', 'Action', 'LongRuntime'})",0.10550458715596331,0.15137614678899083,0.07339449541284404,0.6956521739130435,4.595520421607378,1.0,0.057423617540611066,2.788335517693316,0.8746794871794873,0.4,0.6413631022326675,0.5902503293807642
"frozenset({'HighBudget', 'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'HighRevenue', 'Science Fiction'})",0.15137614678899083,0.10550458715596331,0.07339449541284404,0.48484848484848486,4.595520421607378,1.0,0.057423617540611066,1.7363734484619535,0.9219594594594595,0.4,0.4240870240870241,0.5902503293807642
"frozenset({'HighBudget', 'NotPopularTop25', 'Action', 'LongRuntime'})","frozenset({'HighRating', 'HighRevenue', 'Science Fiction'})",0.15137614678899083,0.10550458715596331,0.07339449541284404,0.48484848484848486,4.595520421607378,1.0,0.057423617540611066,1.7363734484619535,0.9219594594594595,0.4,0.4240870240870241,0.5902503293807642
"frozenset({'HighBudget', 'Adventure', 'Action'})","frozenset({'HighRevenue', 'Science Fiction'})",0.12385321100917432,0.13761467889908258,0.0779816513761468,0.6296296296296297,4.575308641975308,1.0,0.06093763151249895,2.328440366972477,0.8919002155836158,0.42500000000000004,0.570527974783294,0.5981481481481481
"frozenset({'NonSummerRelease', 'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25'})",0.12385321100917432,0.13761467889908258,0.0779816513761468,0.6296296296296297,4.575308641975308,1.0,0.06093763151249895,2.328440366972477,0.8919002155836158,0.42500000000000004,0.570527974783294,0.5981481481481481
"frozenset({'HighRevenue', 'NonSummerRelease', 'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25'})",0.12385321100917432,0.13761467889908258,0.0779816513761468,0.6296296296296297,4.575308641975308,1.0,0.06093763151249895,2.328440366972477,0.8919002155836158,0.42500000000000004,0.570527974783294,0.5981481481481481
"frozenset({'NonSummerRelease', 'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25', 'HighRevenue'})",0.12385321100917432,0.13761467889908258,0.0779816513761468,0.6296296296296297,4.575308641975308,1.0,0.06093763151249895,2.328440366972477,0.8919002155836158,0.42500000000000004,0.570527974783294,0.5981481481481481
"frozenset({'HighRevenue', 'Science Fiction'})","frozenset({'HighBudget', 'Adventure', 'Action'})",0.13761467889908258,0.12385321100917432,0.0779816513761468,0.5666666666666667,4.575308641975308,1.0,0.06093763151249895,2.021877205363444,0.9061326658322905,0.42500000000000004,0.5054101221640488,0.5981481481481481
"frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'NonSummerRelease', 'Adventure', 'LongRuntime'})",0.13761467889908258,0.12385321100917432,0.0779816513761468,0.5666666666666667,4.575308641975308,1.0,0.06093763151249895,2.021877205363444,0.9061326658322905,0.42500000000000004,0.5054101221640488,0.5981481481481481
"frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25', 'HighRevenue'})","frozenset({'NonSummerRelease', 'Adventure', 'LongRuntime'})",0.13761467889908258,0.12385321100917432,0.0779816513761468,0.5666666666666667,4.575308641975308,1.0,0.06093763151249895,2.021877205363444,0.9061326658322905,0.42500000000000004,0.5054101221640488,0.5981481481481481
"frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'HighRevenue', 'NonSummerRelease', 'Adventure', 'LongRuntime'})",0.13761467889908258,0.12385321100917432,0.0779816513761468,0.5666666666666667,4.575308641975308,1.0,0.06093763151249895,2.021877205363444,0.9061326658322905,0.42500000000000004,0.5054101221640488,0.5981481481481481
"frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25', 'NonSummerRelease'})","frozenset({'Adventure', 'LongRuntime'})",0.10091743119266056,0.16972477064220184,0.0779816513761468,0.7727272727272727,4.552825552825553,1.0,0.06085346351317229,3.6532110091743117,0.8679471788715486,0.4047619047619047,0.7262682069311903,0.6160933660933661
"frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25', 'HighRevenue', 'NonSummerRelease'})","frozenset({'Adventure', 'LongRuntime'})",0.10091743119266056,0.16972477064220184,0.0779816513761468,0.7727272727272727,4.552825552825553,1.0,0.06085346351317229,3.6532110091743117,0.8679471788715486,0.4047619047619047,0.7262682069311903,0.6160933660933661
"frozenset({'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25', 'NonSummerRelease'})",0.16972477064220184,0.10091743119266056,0.0779816513761468,0.4594594594594595,4.552825552825553,1.0,0.06085346351317229,1.6633027522935777,0.9398765030874228,0.4047619047619047,0.39878654164368454,0.6160933660933661
"frozenset({'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25', 'HighRevenue', 'NonSummerRelease'})",0.16972477064220184,0.10091743119266056,0.0779816513761468,0.4594594594594595,4.552825552825553,1.0,0.06085346351317229,1.6633027522935777,0.9398765030874228,0.4047619047619047,0.39878654164368454,0.6160933660933661
"frozenset({'HighRating', 'NonSummerRelease', 'Adventure', 'LongRuntime'})","frozenset({'HighRevenue', 'HighBudget', 'Action', 'NotPopularTop25'})",0.11009174311926606,0.1559633027522936,0.0779816513761468,0.7083333333333334,4.541666666666667,1.0,0.06081137951350897,2.89384010484928,0.8762886597938145,0.4146341463414634,0.6544384057971013,0.6041666666666667
"frozenset({'HighRevenue', 'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'HighRating', 'NonSummerRelease', 'Adventure', 'LongRuntime'})",0.1559633027522936,0.11009174311926606,0.0779816513761468,0.5,4.541666666666666,1.0,0.06081137951350897,1.7798165137614679,0.9239130434782609,0.4146341463414634,0.4381443298969072,0.6041666666666667
"frozenset({'HighRating', 'Science Fiction', 'HighRevenue', 'LongRuntime'})","frozenset({'HighBudget', 'Action', 'NotPopularTop25'})",0.10091743119266056,0.16055045871559634,0.07339449541284404,0.7272727272727273,4.52987012987013,1.0,0.05719215554246276,3.077981651376147,0.8667091836734694,0.39024390243902446,0.6751117734724292,0.5922077922077922
"frozenset({'HighRevenue', 'Science Fiction', 'NotPopularTop25'})","frozenset({'HighRating', 'HighBudget', 'Action', 'LongRuntime'})",0.10091743119266056,0.16055045871559634,0.07339449541284404,0.7272727272727273,4.52987012987013,1.0,0.05719215554246276,3.077981651376147,0.8667091836734694,0.39024390243902446,0.6751117734724292,0.5922077922077922
"frozenset({'HighRating', 'HighBudget', 'Action', 'LongRuntime'})","frozenset({'HighRevenue', 'Science Fiction', 'NotPopularTop25'})",0.16055045871559634,0.10091743119266056,0.07339449541284404,0.45714285714285713,4.52987012987013,1.0,0.05719215554246276,1.6562047320135198,0.9282786885245902,0.39024390243902446,0.39620991253644317,0.5922077922077922
"frozenset({'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'HighRating', 'Science Fiction', 'HighRevenue', 'LongRuntime'})",0.16055045871559634,0.10091743119266056,0.07339449541284404,0.45714285714285713,4.52987012987013,1.0,0.05719215554246276,1.6562047320135198,0.9282786885245902,0.39024390243902446,0.39620991253644317,0.5922077922077922
"frozenset({'HighRating', 'Adventure', 'LongRuntime'})","frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'Action'})",0.12844036697247707,0.14220183486238533,0.08256880733944955,0.6428571428571429,4.52073732718894,1.0,0.0643043514855652,2.4018348623853214,0.8935672514619883,0.4390243902439024,0.5836516424751719,0.6117511520737328
"frozenset({'HighRevenue', 'HighBudget', 'NonSummerRelease', 'Action'})","frozenset({'HighRating', 'Adventure', 'LongRuntime'})",0.14220183486238533,0.12844036697247707,0.08256880733944955,0.5806451612903226,4.52073732718894,1.0,0.0643043514855652,2.07833450952717,0.9079025549613786,0.4390243902439024,0.5188455008488965,0.6117511520737328
"frozenset({'HighRating', 'Action', 'LongRuntime'})","frozenset({'HighRevenue', 'HighBudget', 'Science Fiction', 'NotPopularTop25'})",0.16972477064220184,0.0963302752293578,0.07339449541284404,0.43243243243243246,4.489060489060489,1.0,0.05704486154364111,1.5921799912625603,0.9361187845303867,0.38095238095238093,0.3719303059404583,0.5971685971685972
"frozenset({'HighRevenue', 'HighBudget', 'Science Fiction', 'NotPopularTop25'})","frozenset({'HighRating', 'Action', 'LongRuntime'})",0.0963302752293578,0.16972477064220184,0.07339449541284404,0.7619047619047619,4.489060489060488,1.0,0.05704486154364111,3.487155963302752,0.8600888324873096,0.38095238095238093,0.7132333596421994,0.5971685971685972
"frozenset({'HighRevenue', 'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25'})",0.1559633027522936,0.13761467889908258,0.0963302752293578,0.6176470588235294,4.488235294117647,1.0,0.07486743540106053,2.255469301340861,0.9208074534161491,0.4883720930232558,0.5566332916145182,0.6588235294117647
"frozenset({'HighRating', 'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'HighRevenue', 'Adventure', 'LongRuntime'})",0.13761467889908258,0.1559633027522936,0.0963302752293578,0.7,4.488235294117646,1.0,0.07486743540106053,2.8134556574923546,0.9012158054711248,0.4883720930232558,0.6445652173913043,0.6588235294117647
"frozenset({'HighBudget', 'Adventure', 'Action', 'LongRuntime'})","frozenset({'HighRevenue', 'Science Fiction'})",0.11926605504587157,0.13761467889908258,0.07339449541284404,0.6153846153846154,4.471794871794872,1.0,0.05698173554414612,2.2422018348623856,0.8815104166666667,0.4,0.5540098199672668,0.5743589743589743
"frozenset({'HighRevenue', 'Science Fiction'})","frozenset({'HighBudget', 'Adventure', 'Action', 'LongRuntime'})",0.13761467889908258,0.11926605504587157,0.07339449541284404,0.5333333333333333,4.471794871794872,1.0,0.05698173554414612,1.887287024901704,0.9002659574468087,0.4,0.47013888888888883,0.5743589743589743
"frozenset({'HighBudget', 'NonSummerRelease', 'Adventure', 'LongRuntime'})","frozenset({'HighRating', 'Action', 'HighRevenue', 'NotPopularTop25'})",0.11926605504587157,0.14678899082568808,0.0779816513761468,0.6538461538461539,4.4543269230769225,1.0,0.06047470751620235,2.4648318042813457,0.8805147058823529,0.4146341463414634,0.5942928039702233,0.5925480769230769
"frozenset({'HighRating', 'Action', 'HighRevenue', 'NotPopularTop25'})","frozenset({'HighBudget', 'NonSummerRelease', 'Adventure', 'LongRuntime'})",0.14678899082568808,0.11926605504587157,0.0779816513761468,0.53125,4.4543269230769225,1.0,0.06047470751620235,1.8788990825688074,0.9089184060721064,0.4146341463414634,0.46777343749999994,0.5925480769230769
"frozenset({'HighBudget', 'Science Fiction', 'LongRuntime'})","frozenset({'HighRevenue', 'Action', 'Adventure'})",0.12844036697247707,0.12844036697247707,0.07339449541284404,0.5714285714285714,4.448979591836734,1.0,0.05689756754481946,2.0336391437308867,0.8894736842105263,0.4,0.5082706766917293,0.5714285714285714
"frozenset({'HighRevenue', 'Action', 'Adventure'})","frozenset({'HighBudget', 'Science Fiction', 'LongRuntime'})",0.12844036697247707,0.12844036697247707,0.07339449541284404,0.5714285714285714,4.448979591836734,1.0,0.05689756754481946,2.0336391437308867,0.8894736842105263,0.4,0.5082706766917293,0.5714285714285714
"frozenset({'HighRating', 'HighBudget', 'NonSummerRelease', 'Action'})","frozenset({'Adventure', 'NotPopularTop25', 'LongRuntime'})",0.12385321100917432,0.14220183486238533,0.0779816513761468,0.6296296296296297,4.427718040621266,1.0,0.06036949751704403,2.31605504587156,0.8835848475515863,0.4146341463414634,0.5682313329372153,0.5890083632019116
"frozenset({'Adventure', 'NotPopularTop25', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'NonSummerRelease', 'Action'})",0.14220183486238533,0.12385321100917432,0.0779816513761468,0.5483870967741935,4.427718040621266,1.0,0.06036949751704403,1.9400393184796851,0.902485058194401,0.4146341463414634,0.4845465293024826,0.5890083632019116
"frozenset({'HighRating', 'NonSummerRelease', 'Adventure', 'LongRuntime'})","frozenset({'HighBudget', 'Action', 'NotPopularTop25'})",0.11009174311926606,0.16055045871559634,0.0779816513761468,0.7083333333333334,4.411904761904762,1.0,0.06030637151754903,2.8781127129750987,0.8690115221346271,0.4047619047619047,0.6525500910746813,0.5970238095238095
"frozenset({'HighRating', 'LongRuntime', 'Adventure', 'HighRevenue', 'NonSummerRelease'})","frozenset({'HighBudget', 'Action', 'NotPopularTop25'})",0.11009174311926606,0.16055045871559634,0.0779816513761468,0.7083333333333334,4.411904761904762,1.0,0.06030637151754903,2.8781127129750987,0.8690115221346271,0.4047619047619047,0.6525500910746813,0.5970238095238095
"frozenset({'HighBudget', 'LongRuntime', 'Action', 'NotPopularTop25', 'NonSummerRelease'})","frozenset({'HighRating', 'HighRevenue', 'Adventure'})",0.11009174311926606,0.16055045871559634,0.0779816513761468,0.7083333333333334,4.411904761904762,1.0,0.06030637151754903,2.8781127129750987,0.8690115221346271,0.4047619047619047,0.6525500910746813,0.5970238095238095
"frozenset({'NonSummerRelease', 'Adventure', 'NotPopularTop25', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'HighRevenue', 'Action'})",0.11009174311926606,0.16055045871559634,0.0779816513761468,0.7083333333333334,4.411904761904762,1.0,0.06030637151754903,2.8781127129750987,0.8690115221346271,0.4047619047619047,0.6525500910746813,0.5970238095238095
"frozenset({'HighRevenue', 'Action', 'Adventure'})","frozenset({'Science Fiction', 'LongRuntime'})",0.12844036697247707,0.13761467889908258,0.0779816513761468,0.6071428571428571,4.411904761904761,1.0,0.06030637151754903,2.1951626355296074,0.8873065015479876,0.4146341463414634,0.5444528875379939,0.5869047619047618
"frozenset({'Science Fiction', 'LongRuntime'})","frozenset({'HighRevenue', 'Action', 'Adventure'})",0.13761467889908258,0.12844036697247707,0.0779816513761468,0.5666666666666667,4.411904761904761,1.0,0.06030637151754903,2.0112914608327452,0.8967459324155195,0.4146341463414634,0.5028070175438596,0.5869047619047618
"frozenset({'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'HighRating', 'NonSummerRelease', 'Adventure', 'LongRuntime'})",0.16055045871559634,0.11009174311926606,0.0779816513761468,0.4857142857142857,4.411904761904761,1.0,0.06030637151754903,1.730377166156983,0.92124718739955,0.4047619047619047,0.42209131075110456,0.5970238095238095
"frozenset({'HighRating', 'HighBudget', 'HighRevenue', 'Action'})","frozenset({'NonSummerRelease', 'Adventure', 'NotPopularTop25', 'LongRuntime'})",0.16055045871559634,0.11009174311926606,0.0779816513761468,0.4857142857142857,4.411904761904761,1.0,0.06030637151754903,1.730377166156983,0.92124718739955,0.4047619047619047,0.42209131075110456,0.5970238095238095
"frozenset({'HighRating', 'HighRevenue', 'Adventure'})","frozenset({'HighBudget', 'LongRuntime', 'Action', 'NotPopularTop25', 'NonSummerRelease'})",0.16055045871559634,0.11009174311926606,0.0779816513761468,0.4857142857142857,4.411904761904761,1.0,0.06030637151754903,1.730377166156983,0.92124718739955,0.4047619047619047,0.42209131075110456,0.5970238095238095
"frozenset({'HighBudget', 'Action', 'NotPopularTop25'})","frozenset({'HighRating', 'LongRuntime', 'Adventure', 'HighRevenue', 'NonSummerRelease'})",0.16055045871559634,0.11009174311926606,0.0779816513761468,0.4857142857142857,4.411904761904761,1.0,0.06030637151754903,1.730377166156983,0.92124718739955,0.4047619047619047,0.42209131075110456,0.5970238095238095
"frozenset({'HighRevenue', 'Science Fiction', 'NotPopularTop25'})","frozenset({'HighRating', 'HighBudget', 'Action'})",0.10091743119266056,0.1651376146788991,0.07339449541284404,0.7272727272727273,4.404040404040404,1.0,0.056729231546166145,3.0611620795107037,0.8596938775510203,0.38095238095238093,0.6733266733266734,0.5858585858585859
"frozenset({'HighRevenue', 'Science Fiction', 'NotPopularTop25', 'LongRuntime'})","frozenset({'HighRating', 'HighBudget', 'Action'})",0.10091743119266056,0.1651376146788991,0.07339449541284404,0.7272727272727273,4.404040404040404,1.0,0.056729231546166145,3.0611620795107037,0.8596938775510203,0.38095238095238093,0.6733266733266734,0.5858585858585859
"frozenset({'HighRevenue', 'Action', 'Science Fiction'})","frozenset({'HighBudget', 'Adventure', 'LongRuntime'})",0.11009174311926606,0.15137614678899083,0.07339449541284404,0.6666666666666666,4.404040404040404,1.0,0.056729231546166145,2.5458715596330275,0.8685567010309277,0.39024390243902446,0.6072072072072072,0.5757575757575757
"frozenset({'HighBudget', 'Adventure', 'LongRuntime'})","frozenset({'HighRevenue', 'Action', 'Science Fiction'})",0.15137614678899083,0.11009174311926606,0.07339449541284404,0.48484848484848486,4.404040404040404,1.0,0.056729231546166145,1.727468969239072,0.9108108108108107,0.39024390243902446,0.42111840049984384,0.5757575757575757
